,explode,title,title_length,Category,publish_time,original,images,push_ratio_10,shh_ratio_10
9452,0,有警察問我要不要陪他跑一圈？,14,問卦,Tue Nov 26 17:25:06 2019,1,1,0.25,0.75
9453,0,鷹眼：靠北 P啥小 身體還我,14,爆卦,Tue Nov 26 17:25:10 2019,0,1,0.6666666666666666,0.3333333333333333
9454,0,韓國幹嘛不直接廢除平語就好了,14,問卦,Tue Nov 26 16:52:30 2019,1,0,0.4,0.1
9455,0,荒廢10多年 中鶯活動中心重啟用,16,新聞,Tue Nov 26 16:52:38 2019,1,0,0.2857142857142857,0.0
9456,0,191125柯文哲聯訪逐字稿,14,討論,Tue Nov 26 16:53:17 2019,1,1,0.0,0.0
9457,0,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 16:53:26 2019,0,0,0.3,0.0
9458,0,你不想要要早點說真的有用嗎,13,問卦,Tue Nov 26 16:53:30 2019,1,0,0.0,0.6
9459,0,惹到知名實況主跟網紅是不是很慘？,16,問卦,Tue Nov 26 16:55:23 2019,0,0,0.4,0.0
9460,0,巨乳女大生脫了！願為錢下海啪啪 AV達人,20,新聞,Tue Nov 26 16:57:01 2019,1,1,0.5,0.0
9461,0,慟!!!仙女姊姊結婚了,11,問卦,Tue Nov 26 16:57:04 2019,1,1,0.5,0.2
9462,0,影／質疑車商擺爛 霸氣車主留下700多萬名,21,新聞,Tue Nov 26 16:57:04 2019,1,1,0.4,0.1
9463,0,潛艦國造專區 證實落腳基隆,13,新聞,Tue Nov 26 16:57:39 2019,1,0,0.3,0.0
9464,0,柯文哲：不分區好評贏國民黨不光榮 輸民,19,新聞,Tue Nov 26 16:58:31 2019,1,0,0.2,0.2
9465,0,台灣社會的毒瘤—老人 的八卦,14,問卦,Tue Nov 26 16:58:42 2019,1,0,0.4,0.5
9466,0,西雅圖咖啡被爆摻低價咖啡豆　士檢搜索！,19,新聞,Tue Nov 26 17:00:48 2019,0,1,0.4,0.1
9467,0,「花美男」約砲要她全程蒙眼　多嘴「我胖,19,新聞,Tue Nov 26 17:02:05 2019,1,1,0.3,0.3
9468,0,大喊阿拉花瓜會被警察盤問嗎?,14,問卦,Tue Nov 26 17:02:45 2019,1,0,0.6,0.0
9469,0,新莊紅色法拉利逆向衝撞！2女騎士「遭撞,19,新聞,Tue Nov 26 17:03:03 2019,1,0,0.3,0.3
9470,0,平偉遇到8+9攔車怎麼辦？,13,問卦,Tue Nov 26 17:04:46 2019,1,0,0.5714285714285714,0.14285714285714285
9471,0,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 17:05:19 2019,0,1,0.3,0.0
9472,0,心碎！仙女姐姐結婚了怎麼辦！？,15,問卦,Tue Nov 26 17:05:34 2019,1,0,0.0,0.6
9473,0,為呂孫綾站台 小英呼籲：對台灣未來投出,19,新聞,Tue Nov 26 17:06:06 2019,1,0,0.4,0.4
9474,0,中國人不用當兵，為啥還想武統台灣？,17,問卦,Tue Nov 26 16:41:37 2019,0,0,0.3,0.1
9475,0,教宗方濟各訪日主持彌撒 5萬人擠爆東京巨,20,新聞,Tue Nov 26 16:41:34 2019,1,1,0.7,0.0
9476,0,天珠商人應該帶什麼防身???,14,問卦,Tue Nov 26 16:43:07 2019,1,0,0.625,0.0
9477,0,讀及人中學的人很會吉人嗎?,13,問卦,Tue Nov 26 16:43:54 2019,0,0,0.6666666666666666,0.0
9478,0,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 16:44:13 2019,0,0,0.6,0.0
9479,0,惹到知名實況主跟網紅是不是很慘？,16,問卦,Tue Nov 26 16:44:40 2019,1,0,0.5,0.1
9480,0,向心被限制出境 張善政：也該派人到對岸,19,新聞,Tue Nov 26 16:44:50 2019,1,0,0.2,0.5
9481,0,有沒有周金的八卦？,9,問卦,Tue Nov 26 16:45:06 2019,1,1,0.4,0.2
9482,0,民進黨抄襲政策? 韓國瑜:我心胸夠寬,18,新聞,Tue Nov 26 16:46:24 2019,1,1,0.5,0.3
9483,0,其實台灣文化除了8+9就沒別了吧?,17,問卦,Tue Nov 26 16:46:27 2019,1,0,0.3,0.3
9484,0,35歲什麼都沒有真的要有500萬？,17,問卦,Tue Nov 26 16:47:54 2019,0,0,0.3,0.3
9485,0,統神的事情是不是告訴我們不可以得罪肥宅,19,問卦,Tue Nov 26 16:47:57 2019,1,0,0.75,0.0
9486,0,爭鮮桌上那個洗手的怎麼調水溫,14,問卦,Tue Nov 26 16:47:59 2019,1,1,0.1,0.4
9487,0,統神到時開庭 8+9敢到嗎,13,問卦,Tue Nov 26 16:48:22 2019,1,1,0.4,0.2
9488,1,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 16:48:51 2019,0,1,0.7,0.0
9489,0,大學生是男孩還是男人？,11,問卦,Tue Nov 26 16:49:17 2019,1,0,0.1,0.0
9490,0,李敖的兒子李戡是不是很有種,13,問卦,Tue Nov 26 16:49:31 2019,1,1,0.5,0.2
9491,0,現在當兵各位都帶什麼牌子的肥皂,15,問卦,Tue Nov 26 16:50:19 2019,1,1,0.2222222222222222,0.1111111111111111
9492,0,8+9會意識到自己是8+9嗎?,15,問卦,Tue Nov 26 16:51:11 2019,1,0,0.5,0.0
9493,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 16:51:18 2019,0,0,0.4,0.1
9494,0,南韓、印尼宣布簽署經濟夥伴協定 取消鋼,19,新聞,Tue Nov 26 16:24:08 2019,1,0,0.4,0.2
9495,0,「花天酒地離我很遠」　韓國瑜每天背心經,19,新聞,Tue Nov 26 16:24:38 2019,1,1,0.2,0.2
9496,0,小鄧去哪了？,6,問卦,Tue Nov 26 16:27:32 2019,1,0,0.5,0.0
9497,0,8+9長大後都在幹麼?做什麼職業?,17,問卦,Tue Nov 26 16:28:15 2019,1,1,0.5,0.0
9498,0,超耐磨木地板看不起石塑地板？,14,問卦,Tue Nov 26 16:28:45 2019,1,0,0.5,0.0
9499,0,玩鬥獸棋肥宅484可以吃8+9？,16,問卦,Tue Nov 26 16:30:31 2019,1,0,0.5,0.0
9500,0,統神事件是不是給了8+9一個警惕,16,問卦,Tue Nov 26 16:30:51 2019,1,1,0.3,0.0
9501,0,這個國家垃圾實在太多了！中國最大垃圾掩,19,新聞,Tue Nov 26 16:31:47 2019,1,1,0.5,0.1
9502,0,王立強才投誠向心剛好在台？寶傑驚：劇本,19,新聞,Tue Nov 26 16:33:10 2019,0,0,0.4,0.0
9503,0,現在當兵誰會帶肥皂?,10,問卦,Tue Nov 26 16:33:11 2019,1,1,0.6,0.1
9504,0,如果龜狗在舊金山遇到行車糾紛會怎麼處理,19,問卦,Tue Nov 26 16:33:45 2019,1,0,0.3333333333333333,0.3333333333333333
9505,0,香港人選里長為什麼這麼高興?,14,問卦,Tue Nov 26 16:35:39 2019,0,1,1.0,0.0
9506,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 16:37:00 2019,0,0,0.8888888888888888,0.0
9507,0,統神事件是不是給了8+9一個警惕,16,問卦,Tue Nov 26 16:37:34 2019,0,0,1.0,0.0
9508,0,8+9長大後都在幹麼?做什麼職業?,17,問卦,Tue Nov 26 16:39:11 2019,0,0,1.0,0.0
9509,0,抓不完！新北電動自行車10月取締2067件,21,新聞,Tue Nov 26 16:39:45 2019,1,0,0.7,0.0
9510,0,未來昔日的體育場怎麼搬到白宮的啊？,17,問卦,Tue Nov 26 16:39:49 2019,0,0,0.0,0.0
9511,0,191125柯文哲聯訪逐字稿,14,討論,Tue Nov 26 16:40:42 2019,1,0,0.4,0.2
9512,0,如果龜狗在舊金山遇到行車糾紛會怎麼處理,19,問卦,Tue Nov 26 16:41:20 2019,0,0,0.6666666666666666,0.0
9513,0,彰化國立高職 連續兩起學生跑步猝死,17,新聞,Tue Nov 26 16:41:33 2019,1,0,0.5,0.0
9514,1,美議員擬推《台灣主權象徵法案》　准許駐美人員配戴國旗,26,新聞,Tue Nov 26 16:07:23 2019,1,0,0.6,0.0
9515,0,中國人不用當兵，為啥還想武統台灣？,17,問卦,Tue Nov 26 16:08:35 2019,1,0,0.5,0.0
9516,0,整班同學都在唱花心？,10,問卦,Tue Nov 26 16:08:57 2019,1,0,0.6,0.1
9517,0,珍奶是台中人還是台南人發明的?,15,問卦,Tue Nov 26 16:09:05 2019,0,0,1.0,0.0
9518,0,如何抽出香菸的箇中滋味,11,問卦,Tue Nov 26 16:13:35 2019,1,0,0.4,0.2
9519,1,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 16:13:51 2019,0,1,0.7,0.0
9520,0,好混亂！花蓮泛藍搞分裂 2競總成立都有,19,新聞,Tue Nov 26 16:14:13 2019,1,0,0.6,0.0
9521,0,小豪小烈遇到8+9攔車會怎樣,14,問卦,Tue Nov 26 16:14:15 2019,1,0,0.2,0.1
9522,0,直播被8+9罵好賺嗎,10,問卦,Tue Nov 26 16:16:13 2019,0,0,0.3,0.1
9523,0,仙女姊姊Emmy Hu 落實兩岸一家親！,20,爆卦,Tue Nov 26 16:17:07 2019,0,0,0.2,0.4
9524,0,誰怕誰！福特和特斯拉電動皮卡PK,16,新聞,Tue Nov 26 16:17:48 2019,1,0,0.6,0.0
9525,0,是不是下雨天深坑老街就沒有人?,15,問卦,Tue Nov 26 16:18:52 2019,1,1,0.7,0.1
9526,0,歷史上有哪個外交奇才能解決台灣問題嗎？,19,問卦,Tue Nov 26 16:19:37 2019,1,1,0.4,0.1
9527,0,"任何料理加上""佐""是不是就變高級了?",18,問卦,Tue Nov 26 16:19:40 2019,0,1,0.6,0.0
9528,0,台中爆強盜殺人 藝品商人遭砍傷重不治,18,新聞,Tue Nov 26 16:20:19 2019,1,0,0.7,0.1
9529,0,港警連英國籍觀察員都抓，還涉嫌虐待,17,爆卦,Tue Nov 26 16:20:54 2019,0,1,1.0,0.0
9530,1,鷹眼：靠北 P啥小 身體還我,14,爆卦,Tue Nov 26 16:20:58 2019,1,1,0.7,0.1
9531,0,大家都用多少錢的肥皂？,11,問卦,Tue Nov 26 16:21:24 2019,1,0,0.5,0.0
9532,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 16:21:56 2019,0,0,0.0,0.1
9533,0,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 16:23:24 2019,0,0,0.6,0.0
9534,0,當兵內褲真的會被幹走嗎,11,問卦,Tue Nov 26 15:52:35 2019,1,0,0.4,0.1
9535,0,幾歲做錯事才不算父母責任?,13,問卦,Tue Nov 26 15:53:23 2019,1,0,0.2857142857142857,0.0
9536,0,鄉下有一間新開的義式餐廳該去試試嗎??,19,問卦,Tue Nov 26 15:54:01 2019,1,0,0.4444444444444444,0.2222222222222222
9537,0, 8+9攔到8+9的車會怎麼做？,16,問卦,Tue Nov 26 15:54:07 2019,1,0,0.5,0.1
9538,0,如果是阿兩遇到8+9攔車,12,問卦,Tue Nov 26 15:55:34 2019,1,1,0.3,0.2
9539,0,大家畫圓圈 是順時還是逆時方向 ？,17,問卦,Tue Nov 26 15:56:31 2019,1,1,0.2,0.4
9540,0,一堆藍白色蟑螂的八卦,10,問卦,Tue Nov 26 15:56:52 2019,0,0,0.0,0.0
9541,0,當年時薪16元…打造美國總統石像 最後一,20,新聞,Tue Nov 26 15:58:47 2019,1,1,0.5,0.0
9542,0,發現哨兵在尻尻該怎麼辦,11,問卦,Tue Nov 26 15:59:39 2019,1,1,0.6,0.0
9543,0,人體什麼毛最不需要?,10,問卦,Tue Nov 26 16:00:20 2019,1,0,0.3,0.0
9544,0,王立強才投誠向心剛好在台？寶傑驚：劇本,19,新聞,Tue Nov 26 16:00:30 2019,0,0,0.2,0.0
9545,0,分手只用一分鐘而已484很乾脆啊,16,問卦,Tue Nov 26 16:03:35 2019,1,0,0.2,0.0
9546,0,「被爺爺ㄑㄧㄣㄈㄢˋ」 女童見狼蹤崩潰,19,新聞,Tue Nov 26 16:03:40 2019,1,1,0.4,0.3
9547,0,未來昔日的體育場怎麼搬到白宮的啊？,17,問卦,Tue Nov 26 16:03:43 2019,1,0,0.6,0.0
9548,0,超負荷開車迴轉出事會怎樣?,13,問卦,Tue Nov 26 16:04:25 2019,1,0,0.5,0.125
9549,0,台灣學期全球最長！台大、台師大、台科,18,新聞,Tue Nov 26 16:05:33 2019,0,1,0.5,0.0
9550,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 16:05:36 2019,0,1,0.3,0.1
9551,0,珍奶是台中人還是台南人發明的?,15,問卦,Tue Nov 26 16:06:02 2019,0,0,0.3333333333333333,0.0
9552,0,性侵12歲國中少女 惡狼自誇：「我太帥」,20,新聞,Tue Nov 26 16:07:12 2019,1,0,0.6,0.2
9553,0,亞洲統神-張家航fb,10,爆卦,Tue Nov 26 15:37:16 2019,0,1,0.7,0.0
9554,0,統神是哪來的勇氣？,9,問卦,Tue Nov 26 15:37:54 2019,0,0,1.0,0.0
9555,0,花錢比較爽還是賺錢比較爽,12,問卦,Tue Nov 26 15:38:07 2019,1,0,0.2222222222222222,0.1111111111111111
9556,0,雞排妹認了有固定砲友 坦言一度想「封奶,19,新聞,Tue Nov 26 15:38:25 2019,1,0,0.5,0.0
9557,0,不玩了？東京米其林公布在即 2家三星壽司,20,新聞,Tue Nov 26 15:39:30 2019,1,0,0.6,0.2
9558,0,仇台女台男喜歡泰國越南臉女孩ㄇ,15,問卦,Tue Nov 26 15:39:42 2019,1,0,0.1,0.4
9559,0,紅花跟大埔鐵板燒差在哪裡？,13,問卦,Tue Nov 26 15:40:09 2019,0,0,0.3333333333333333,0.0
9560,0,一堆藍白色蟑螂的八卦,10,問卦,Tue Nov 26 15:40:22 2019,0,1,0.5,0.1
9561,0,獨家》天珠商人遭強盜殺人 共犯之一竟是,19,新聞,Tue Nov 26 15:40:54 2019,1,0,0.4,0.0
9562,0,兩岸諜報戰不完！他中色戒床上變節 他臥,19,新聞,Tue Nov 26 15:41:36 2019,1,0,0.3,0.1
9563,0,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 15:43:20 2019,0,0,0.4,0.2
9564,0,民眾黨不分區影響力勝國民黨位居2 柯文,19,新聞,Tue Nov 26 15:44:26 2019,0,0,0.8,0.0
9565,0,有打T高手，那有打甲高手嗎？,14,問卦,Tue Nov 26 15:45:49 2019,1,0,0.6,0.1
9566,0,摘得米其林星星「很丟臉」 南韓主廚告米,19,新聞,Tue Nov 26 15:46:22 2019,0,1,0.4,0.0
9567,0,阿杜遇到8+9攔車會怎麼做？,14,問卦,Tue Nov 26 15:47:34 2019,1,0,0.7,0.1
9568,0,有過氣到保萬的youtuber的八卦嗎??,21,問卦,Tue Nov 26 15:47:43 2019,1,0,0.0,0.25
9569,0,有沒有綠波器的八卦???,12,問卦,Tue Nov 26 15:48:41 2019,1,0,0.1,0.6
9570,0,西加加,3,問卦,Tue Nov 26 15:50:34 2019,1,0,0.0,0.3333333333333333
9571,0,18天台啤跟金牌台啤 跟經典台啤有啥差別?,21,問卦,Tue Nov 26 15:51:04 2019,1,0,0.7,0.0
9572,0,黃主任如何解決行車糾紛?,12,問卦,Tue Nov 26 15:51:39 2019,1,0,0.5,0.0
9573,0,如果今天是洪興遇到統神?,12,問卦,Tue Nov 26 15:22:05 2019,1,0,0.5,0.1
9574,0,中永和人484太多了?,11,問卦,Tue Nov 26 15:23:03 2019,1,0,0.6,0.0
9575,0,侯友宜高民調轉移至韓國瑜？吳秉叡：又,18,新聞,Tue Nov 26 15:24:34 2019,1,1,0.1,0.5
9576,0,豆導會怎麼詮釋行車糾紛,11,問卦,Tue Nov 26 15:24:57 2019,1,0,0.3,0.0
9577,0,直播被8+9罵好賺嗎,10,問卦,Tue Nov 26 15:25:42 2019,0,0,0.6666666666666666,0.0
9578,0,共諜案爭議 謝龍介：搞不好是綠營自己串,19,新聞,Tue Nov 26 15:26:07 2019,0,0,0.8,0.0
9579,0,白開水具體來說是什麼口味?,13,問卦,Tue Nov 26 15:27:00 2019,1,1,0.4,0.0
9580,0,如果是館長遇到行車糾紛?,12,問卦,Tue Nov 26 15:27:47 2019,1,0,0.5,0.1
9581,0,西雅圖咖啡被爆摻低價咖啡豆　士檢搜索！,19,新聞,Tue Nov 26 15:29:06 2019,1,1,0.5,0.0
9582,0,大巨蛋毀了天際線！國父紀念館用綠樹及新,19,新聞,Tue Nov 26 15:29:57 2019,1,1,0.5,0.1
9583,1,亞洲統神-張家航fb,10,爆卦,Tue Nov 26 15:29:59 2019,1,1,0.9,0.0
9584,0,民眾黨不分區影響力勝國民黨位居2 柯文,19,新聞,Tue Nov 26 15:30:23 2019,0,0,0.5,0.0
9585,0,統神以一敵十怒嗆8+9給了大家什麼啟示,19,問卦,Tue Nov 26 15:30:42 2019,1,0,0.5,0.1
9586,0,什麼是日租套房?,8,問卦,Tue Nov 26 15:30:49 2019,1,0,0.2,0.1
9587,0,寒流發威帶走一波老鴨子,11,問卦,Tue Nov 26 15:31:37 2019,1,1,0.375,0.125
9588,0,民眾黨不分區影響力勝國民黨位居2 柯文,19,新聞,Tue Nov 26 15:32:16 2019,0,0,0.1,0.4
9589,0,哈佛畢業 但英文不好是怎樣？,14,問卦,Tue Nov 26 15:33:38 2019,1,0,0.4,0.2
9590,0,南港路的駕駛 為什麼都那麼急著轉彎?,18,問卦,Tue Nov 26 15:34:10 2019,1,0,0.3,0.3
9591,0,統神以一敵十怒嗆8+9給了大家什麼啟示,19,問卦,Tue Nov 26 15:36:28 2019,0,1,0.0,0.75
9592,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 15:36:42 2019,0,0,0.2,0.2
9593,0,林鄭月娥：投票結果顯示港人不滿暴力,17,新聞,Tue Nov 26 15:10:36 2019,1,1,0.3,0.4
9594,0,外縣市沒啥人口 需要交通建設???  ,19,問卦,Tue Nov 26 15:11:23 2019,1,0,0.0,0.5
9595,0,為什麼會有只靠暴力叫囂解決事情的人,17,問卦,Tue Nov 26 15:12:56 2019,0,0,0.0,0.0
9596,0,欸！誰烤肉會自帶水壺？,11,問卦,Tue Nov 26 15:13:39 2019,1,0,0.7777777777777778,0.2222222222222222
9597,0,慘遭Netflix放鳥！「台版紙牌屋」燒盡750,24,新聞,Tue Nov 26 15:14:54 2019,0,1,0.8,0.2
9598,0,8+9撞到哪個名人最安全阿,13,問卦,Tue Nov 26 15:14:57 2019,1,1,0.7,0.0
9599,0,金車靠什麼賺錢啊？,9,問卦,Tue Nov 26 15:15:11 2019,0,0,0.0,0.0
9600,0,共諜案爭議 謝龍介：搞不好是綠營自己串,19,新聞,Tue Nov 26 15:15:25 2019,0,0,0.0,1.0
9601,0,銀座 數寄屋橋次郎掉出米其林3星榜外,18,爆卦,Tue Nov 26 15:16:09 2019,1,0,0.5,0.1
9602,0,共諜案爭議 謝龍介：搞不好是綠營自己串,19,新聞,Tue Nov 26 15:16:12 2019,0,0,0.5555555555555556,0.0
9603,0,8+9同溫層厚度,8,問卦,Tue Nov 26 15:17:22 2019,1,0,0.4444444444444444,0.0
9604,0,兵役體檢精神科ㄉ八卦,10,問卦,Tue Nov 26 15:17:55 2019,0,0,0.5,0.0
9605,0,欸欸 大家看完3年a班到底還記得什麼,18,問卦,Tue Nov 26 15:18:14 2019,1,0,0.7,0.1
9606,0,禮讓行人錯了嗎？後方婦人不耐煩氣憤喊：,19,新聞,Tue Nov 26 15:18:17 2019,1,0,0.6,0.0
9607,0,認真問 館長一個可以打幾個8+9？,17,問卦,Tue Nov 26 15:18:29 2019,0,0,0.4,0.0
9608,1,民眾黨候選人：一顆15塊的肥皂你敢用嗎,19,黑特,Tue Nov 26 15:19:15 2019,1,1,0.7,0.0
9609,0,今天如果是XXXXGAY遇到行車糾紛？,19,問卦,Tue Nov 26 15:20:16 2019,1,0,0.7,0.1
9610,0,一堆藍白色蟑螂的八卦,10,問卦,Tue Nov 26 15:20:36 2019,1,0,0.1,0.5
9611,0,侯友宜高民調轉移至韓國瑜？吳秉叡：又,18,新聞,Tue Nov 26 15:20:52 2019,1,0,0.3,0.0
9612,0,黑絲襪的優點到底為何的八卦?,14,問卦,Tue Nov 26 15:21:32 2019,1,1,0.5,0.3
9613,0,想辦婚宴但不到10桌 急! 在線等,17,問卦,Tue Nov 26 14:56:59 2019,0,0,0.8333333333333334,0.0
9614,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 14:58:29 2019,0,0,0.6666666666666666,0.0
9615,0,女性友人想用交友軟體，該怎麼取名,16,問卦,Tue Nov 26 14:59:03 2019,1,0,0.6,0.1
9616,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 14:59:25 2019,0,0,0.5,0.0
9617,0,高明的棄屍方式,7,問卦,Tue Nov 26 14:59:47 2019,0,1,0.5,0.5
9618,0,戰遍日租套房與摩鐵...人妻「機房燥熱狂,20,新聞,Tue Nov 26 15:01:01 2019,1,0,0.5,0.2
9619,0,民眾黨不分區影響力勝國民黨位居2 柯文,19,新聞,Tue Nov 26 15:01:26 2019,1,1,0.5,0.1
9620,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 15:01:39 2019,0,1,0.1,0.4
9621,0,美政府將推新華語頻道！針對年輕華人 ,18,新聞,Tue Nov 26 15:03:09 2019,1,0,1.0,0.0
9622,0,8+9遇到館長會怎麼樣,11,問卦,Tue Nov 26 15:03:45 2019,0,0,0.6666666666666666,0.0
9623,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 15:03:59 2019,0,1,0.1,0.3
9624,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 15:04:13 2019,0,1,0.2,0.3
9625,0,兵役體檢精神科ㄉ八卦,10,問卦,Tue Nov 26 15:04:51 2019,1,1,0.6,0.1
9626,0,慘遭Netflix放鳥！「台版紙牌屋」燒盡750,24,新聞,Tue Nov 26 15:05:23 2019,1,0,0.4,0.2
9627,0,如何克服上台不緊張啊,10,問卦,Tue Nov 26 15:05:58 2019,1,0,0.2,0.1
9628,0,嗆輸宅宅的8+9以後還混的下去嗎？,17,問卦,Tue Nov 26 15:07:13 2019,1,0,0.5,0.0
9629,0,哪個油土伯守得住街亭？,11,問卦,Tue Nov 26 15:07:37 2019,1,0,0.1,0.5
9630,0,黃國昌對時代力量路線之爭的說明,15,爆卦,Tue Nov 26 15:09:22 2019,0,1,0.3,0.1
9631,0,8+9遇到館長會怎麼樣,11,問卦,Tue Nov 26 15:09:37 2019,0,0,0.5,0.0
9632,0,黃國昌對時代力量路線之爭的說明,15,爆卦,Tue Nov 26 15:10:15 2019,0,1,0.2,0.2
9633,0,澳洲共諜案 國安局籲勿妄加揣測,15,新聞,Tue Nov 26 14:50:25 2019,0,0,0.3,0.3
9634,0,媒體報統神的事件是要掩蓋什麼,14,問卦,Tue Nov 26 14:50:32 2019,1,1,0.4,0.2
9635,0,有沒有水餃店 香油醬油繼續漏汁的掛,17,問卦,Tue Nov 26 14:50:32 2019,1,0,0.14285714285714285,0.2857142857142857
9636,1,港警連英國籍觀察員都抓，還涉嫌虐待,17,爆卦,Tue Nov 26 14:50:38 2019,1,1,0.4,0.2
9637,0,為什麼喜歡咖啡廳,8,問卦,Tue Nov 26 14:51:17 2019,1,0,0.3,0.0
9638,0,韓國瑜與傅崐萁聯合競總明成立？葉元之：,19,新聞,Tue Nov 26 14:51:30 2019,1,0,0.5,0.3
9639,0, 5個真理妹選誰好？(  될 `  ),19,問卦,Tue Nov 26 14:52:25 2019,1,1,0.7,0.2
9640,0,蔡英文指示國安局赴澳洲調查 國安人士:冒,20,新聞,Tue Nov 26 14:52:49 2019,1,0,0.5,0.1
9641,0,如果今天是平偉遇到8+9行車糾紛？,17,問卦,Tue Nov 26 14:53:00 2019,1,0,0.8,0.0
9642,0,高明的棄屍方式,7,問卦,Tue Nov 26 14:53:12 2019,0,0,0.5,0.0
9643,0,手機尋找什麼才會出現這種廣告？,15,問卦,Tue Nov 26 14:53:24 2019,1,0,0.0,0.4
9644,0,想辦婚宴但不到10桌 急! 在線等,17,問卦,Tue Nov 26 14:53:38 2019,0,0,0.8,0.0
9645,0,王立強才投誠向心剛好在台？寶傑驚：劇本,19,新聞,Tue Nov 26 14:53:43 2019,0,0,1.0,0.0
9646,0,幹你娘統神也太多正妹粉,11,問卦,Tue Nov 26 14:53:54 2019,0,0,0.4,0.2
9647,0,8+9出事是不是只會躲起來?,14,問卦,Tue Nov 26 14:54:37 2019,1,0,0.3,0.2
9648,0,如果是天峰遇到行車糾紛會怎樣,14,問卦,Tue Nov 26 14:54:57 2019,1,0,0.5714285714285714,0.14285714285714285
9649,0,在路上遇到8+9該？？,11,問卦,Tue Nov 26 14:55:20 2019,1,0,0.3,0.1
9650,0,韓國正妹喝糙米漿,8,問卦,Tue Nov 26 14:55:34 2019,1,1,0.3,0.4
9651,0,王立強才投誠向心剛好在台？寶傑驚：劇本,19,新聞,Tue Nov 26 14:56:22 2019,0,0,0.3,0.1
9652,0,有沒有錫安山的八卦?,10,問卦,Tue Nov 26 14:56:38 2019,1,1,0.2,0.1
9653,0,悟空175cm 62公斤,12,問卦,Tue Nov 26 14:33:09 2019,1,1,0.6,0.1
9654,0,幹你娘統神也太多正妹粉,11,問卦,Tue Nov 26 14:33:33 2019,1,0,0.5,0.1
9655,0,1280定期票 挨批10億換3％運量,18,新聞,Tue Nov 26 14:34:16 2019,0,0,0.6,0.1
9656,0,金援中天、TVBS、東森企圖影響民意 中國間諜投誠澳洲揭,28,新聞,Tue Nov 26 14:34:43 2019,0,0,0.4,0.1
9657,1,什麼人會敢查CIA,9,問卦,Tue Nov 26 14:35:54 2019,1,1,0.6,0.0
9658,0,收到拍賣網站800塊折價券要怎花啊,17,問卦,Tue Nov 26 14:37:56 2019,1,0,0.14285714285714285,0.42857142857142855
9659,0, 拉麵店是不是都客家人開的啊？,15,問卦,Tue Nov 26 14:40:07 2019,1,0,0.3,0.5
9660,0,1280定期票 挨批10億換3％運量,18,新聞,Tue Nov 26 14:41:36 2019,0,0,0.2,0.0
9661,0,如果今天是含羞草遇到行車糾紛會怎樣,17,問卦,Tue Nov 26 14:41:43 2019,1,0,0.4,0.3
9662,0,遇到8+9正確來說怎麼處理？,14,問卦,Tue Nov 26 14:42:51 2019,1,0,0.625,0.0
9663,0,8+9嗆完就關帳號到底是?,13,問卦,Tue Nov 26 14:43:04 2019,1,0,0.4,0.0
9664,0,台北的交通還缺什麼？,10,問卦,Tue Nov 26 14:44:56 2019,0,0,0.0,0.0
9665,0,金車靠什麼賺錢啊？,9,問卦,Tue Nov 26 14:45:11 2019,1,1,0.5,0.0
9666,0,高明的棄屍方式,7,問卦,Tue Nov 26 14:46:31 2019,1,0,0.4,0.1
9667,0,有貓偷看我大便，可告性騷擾？,14,問卦,Tue Nov 26 14:48:38 2019,1,1,0.5,0.3
9668,0,14歲學生妹遭關配電室輪流性侵7學長關3天,21,新聞,Tue Nov 26 14:48:47 2019,1,0,0.4,0.2
9669,0,蔡宜芳:綠色恐怖不查CIA 美國資金?,19,黑特,Tue Nov 26 14:49:18 2019,0,0,0.6,0.1
9670,0,王立強才投誠向心剛好在台？寶傑驚：劇本,19,新聞,Tue Nov 26 14:49:19 2019,0,0,0.3333333333333333,0.0
9671,0,台南小英競總：反紅色滲透 下架吳斯懷、,19,新聞,Tue Nov 26 14:49:55 2019,1,0,0.6,0.1
9672,0,大學姊算是呂布吧,8,問卦,Tue Nov 26 14:50:04 2019,1,0,0.2,0.0
